text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: Infinite recursion can occur when the base case is omitted or the recursion step is written incorrectly so that it never converges on the base case.",5,1,1,1,1,1,1,0,1
"Q: What does the star (*) operator return?
A: a reference to a = variable",2,0,0,0,0,1,0,0,1
"Q: What is the role of a prototype program in problem solving?
A: To simulate portions of the desired final product with a quick and easy program that does a small specific job. It is a way to help see what the problem is and how you may solve it in the final project.",5,1,1,1,1,1,1,2,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: using an iterative solution instead",5,1,1,1,1,1,1,0,1
"Q: What is a queue?
A: A data structure that implements first in, first out. The element that has been there the longest is the first to get served.",5,1,2,2,1,1,2,2,1
"Q: How does the compiler handle inline functions?
A: Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",5,1,1,1,1,1,1,1,1
"Q: What are the main operations associated with a stack?
A: push - Add an element to the top of the stack pop - remove the top element from the stack",5,1,1,1,1,1,1,1,1
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: Unlike in a string declared using type string, in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character.",5,1,1,1,1,1,1,2,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: A recursive function can often be solved using an iterative function, which runs faster, but is often more complicated.",5,1,1,1,1,1,1,2,1
"Q: What is a binary tree?
A: Starting at the root node, it branches off into one or two subsets that are binary subtrees of the root.  Each node has at most two children, the left child and the right child.",5,1,1,1,1,1,1,2,2
"Q: What stages in the software life cycle are influenced by the testing stage?
A: Refining stage, Production stage, and Maintenance stage.",4,0,0,2,2,0,0,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: It selects the proper function to execute based on number, types and order of arguments in the function call.",5,1,2,1,1,1,2,0,1
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: a variable char is basically any non command key on the keyboard that you can press. A string is a collection of letters or numbers that is stored together to be used later. Comonly strings are used for words. Chars can be used for less but can have opperations performed on them in a useful way.",2,0,0,0,0,0,0,0,0
"Q: How can an array be addressed in pointer/offset notation?
A: *(arrayName + index)",4,1,0,0,0,1,0,0,1
"Q: What are the two different ways of specifying the length of an array?
A: Initializing the size in the brackets: int a[100]; Initializing the length by assigning variables: int a[] = {1,2,3};",5,1,1,2,1,1,1,1,1
"Q: What is the base case for a recursive implementation of merge sort?
A: The base case is when the length of the current array is 1.",5,1,1,1,1,1,1,0,1
"Q: What are the two main functions defined by a stack?
A: push and pop.",5,1,1,1,1,1,1,1,1
"Q: What is the base case for a recursive implementation of merge sort?
A: the array has one element",5,1,2,1,1,1,1,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Using an iterative solution.  For, while, or do while loop.",5,1,1,1,1,1,1,1,1
"Q: What does the sizeof operator return?
A: It returns the size of an array in bytes.",4,2,2,2,2,1,2,0,1
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: Multi dimensional arrays are accessed using more than 1  index, one for each dimension at least.",4,0,0,2,2,0,0,0,2
"Q: How can you implement a stack with a list?
A: create a node based list that points to the next list item down.",2,2,0,2,0,2,0,0,1
"Q: What is typically included in a class definition?
A: Member functions and data members belonging to the class.",5,1,1,1,1,1,1,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: by their function signature",5,1,2,1,1,1,2,0,1
"Q: What does the star (*) operator return?
A: It returns a synonym, alias or nickname of the name of the object that its operand points to in memory (dereferencing the pointer).",5,1,1,1,1,1,1,0,1
"Q: What stages in the software life cycle are influenced by the testing stage?
A: Depending on how the work is done, Testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight.",2,0,0,2,0,0,0,0,2
"Q: What is a stack?
A: A list that can be added to or removed from only from the top.",5,2,2,2,1,1,1,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: by the number and type of arguments",5,1,2,2,2,1,2,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: 1 operation. the best case scenario s where it is already sorted and does one comparision.",3,0,2,1,2,1,0,0,1
"Q: What is a leaf?
A: the last child on any branch",4,2,0,2,0,1,0,0,1
"Q: How can you implement a stack with an array?
A: for efficiency it is easiest to implement the left to right method, with the right most item being the one that is retrieved when a pop is performed, and a push places an object on the furthest element.",4,1,1,2,2,1,1,0,2
"Q: What are the different ways to pass a pointer to a function?
A: constant pointer to constant data, constant pointer to nonconstant data, nonconstant pointer to constant data, nonconstant pointer to nonconstant data",5,1,1,1,1,1,1,0,1
"Q: Where are variables declared in a C++ program?
A: They can be declared globally just before the main method (but also outside of it)... or variables can be subject to only the method they're scoped within, but would still be declared at the beginning of that method (but inside of it).",5,0,2,2,0,1,0,0,0
"Q: What is the inorder traversal of a binary tree?
A: left middle right",5,1,1,2,2,1,2,0,1
"Q: How does the compiler handle inline functions?
A: When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller.",4,1,1,1,1,1,1,1,1
"Q: What does the address (&) operator return?
A: the memory address of its operand",5,1,1,1,1,1,1,1,1
"Q: What is a binary search tree?
A: a binary search tree is a special tree in which each node has at most two children, labeled left child and right child",2,0,0,1,2,2,0,0,1
"Q: What is the advantage of linked lists over arrays?
A: Linked lists are not confined to a specific size, and can have elements added and removed far easier. They are also easier to traverse.",5,0,2,1,2,1,2,2,1
"Q: How are overloaded functions differentiated by the compiler?
A: Overloaded functions are differentiated by their parameters.",4,2,2,2,2,1,2,0,1
